ProbeName	6302A	6302B	6302C	6302D
520154-520309	1.85E+02	1.14E+02	7.82E+01	8.56E+01
520353-521387	1.40E+04	8.00E+03	1.45E+04	1.37E+04
520353-521387	1.36E+04	8.46E+03	1.45E+04	1.43E+04
520353-521387	1.35E+04	8.13E+03	1.39E+04	1.33E+04
520353-521387	1.33E+04	7.81E+03	1.41E+04	1.38E+04
521474-521677	9.41E+03	6.62E+03	1.17E+04	1.02E+04
521474-521677	9.52E+03	7.17E+03	1.15E+04	9.72E+03
521474-521677	1.11E+04	7.50E+03	1.22E+04	1.21E+04
521474-521677	9.94E+03	6.92E+03	1.16E+04	1.08E+04
521848-523008	3.53E+03	3.71E+03	4.16E+03	3.51E+03
521848-523008	3.40E+03	3.77E+03	5.01E+03	4.19E+03
521848-523008	3.45E+03	3.63E+03	5.05E+03	3.71E+03
521848-523008	3.90E+03	4.23E+03	4.79E+03	4.46E+03
523588-523751	5.16E+02	4.01E+02	5.87E+02	9.11E+02
523588-523751	5.33E+02	4.98E+02	7.42E+02	6.69E+02
523588-523751	4.88E+02	3.97E+02	1.02E+03	3.91E+02
523588-523751	5.87E+02	5.25E+02	4.97E+02	5.18E+02
524357-525757	7.55E+03	6.20E+03	7.54E+03	6.70E+03
524357-525757	7.83E+03	6.02E+03	7.19E+03	6.95E+03
524357-525757	8.03E+03	6.62E+03	7.26E+03	7.41E+03
524357-525757	7.64E+03	5.81E+03	7.17E+03	7.77E+03
526013-527080	5.15E+02	3.81E+02	5.49E+02	6.28E+02
526013-527080	5.77E+02	3.95E+02	7.44E+02	7.28E+02
526013-527080	6.08E+02	4.39E+02	1.18E+03	9.86E+02
526013-527080	6.22E+02	4.68E+02	6.49E+02	7.55E+02
527157-527465	1.37E+02	3.38E+02	8.23E+02	1.92E+02
527157-527465	9.89E+01	1.74E+02	2.01E+02	1.09E+02
527157-527465	2.95E+02	1.66E+02	8.12E+01	6.98E+01
527157-527465	1.91E+02	2.31E+02	7.72E+02	1.21E+02
52724-53890	3.78E+03	2.15E+03	3.07E+03	3.13E+03
52724-53890	4.15E+03	2.59E+03	3.59E+03	2.89E+03
52724-53890	4.83E+03	2.99E+03	3.69E+03	3.38E+03
52724-53890	3.43E+03	2.58E+03	4.15E+03	3.91E+03
527476-528888	1.34E+02	2.39E+02	2.74E+02	4.00E+02
527476-528888	1.37E+02	9.51E+01	8.83E+01	7.82E+01
527476-528888	8.36E+01	1.18E+02	1.12E+02	1.33E+02
527476-528888	2.03E+02	1.52E+02	8.41E+01	3.20E+02
528966-529340	7.08E+02	6.81E+02	1.00E+03	8.96E+02
528966-529340	6.42E+02	6.43E+02	1.05E+03	1.00E+03
528966-529340	8.40E+02	6.89E+02	8.97E+02	8.05E+02
528966-529340	7.92E+02	7.39E+02	1.03E+03	1.03E+03
529334-531538	2.98E+02	1.58E+02	1.42E+02	7.35E+01
529334-531538	1.38E+02	1.49E+02	3.88E+02	2.18E+02
529334-531538	1.59E+02	1.80E+02	4.46E+02	3.76E+02
529334-531538	1.05E+02	1.26E+02	1.06E+02	1.05E+02
531538-532947	4.10E+02	2.56E+02	3.94E+02	5.11E+02
531538-532947	3.37E+02	2.55E+02	5.07E+02	2.62E+02
531538-532947	3.56E+02	2.87E+02	4.51E+02	2.38E+02
531538-532947	3.94E+02	2.91E+02	5.58E+02	3.09E+02
532932-533996	1.16E+02	9.44E+01	3.01E+02	1.40E+02
532932-533996	1.59E+02	1.50E+02	8.18E+01	2.98E+02
532932-533996	3.65E+02	2.55E+02	9.24E+01	2.23E+02
532932-533996	2.23E+02	1.77E+02	3.97E+02	8.67E+01
534026-535447	1.11E+03	6.95E+02	9.63E+02	1.02E+03
534026-535447	1.94E+03	1.26E+03	1.70E+03	2.55E+03
534026-535447	9.74E+02	7.76E+02	1.44E+03	1.27E+03
534026-535447	1.01E+03	8.15E+02	1.05E+03	1.28E+03
535711-536175	3.82E+02	5.18E+02	6.85E+02	4.42E+02
535711-536175	3.38E+02	2.92E+02	3.69E+02	2.36E+02
535711-536175	4.11E+02	3.49E+02	1.68E+03	4.30E+02
535711-536175	5.15E+02	3.35E+02	2.27E+02	2.96E+02
536473-536835	4.52E+03	3.85E+03	4.37E+03	4.04E+03
536473-536835	4.54E+03	3.75E+03	4.60E+03	4.58E+03
536473-536835	4.55E+03	3.49E+03	4.71E+03	4.28E+03
536473-536835	4.56E+03	4.22E+03	4.64E+03	4.10E+03
536903-537517	2.96E+04	2.78E+04	3.67E+04	3.42E+04
536903-537517	3.27E+04	2.63E+04	3.30E+04	3.28E+04
536903-537517	3.20E+04	2.57E+04	3.24E+04	3.34E+04
536903-537517	3.20E+04	2.69E+04	3.65E+04	3.34E+04
537537-538166	1.85E+04	1.71E+04	2.01E+04	1.91E+04
537537-538166	2.08E+04	1.83E+04	2.16E+04	2.07E+04
537537-538166	1.93E+04	1.67E+04	1.93E+04	1.82E+04
537537-538166	1.82E+04	1.64E+04	1.93E+04	1.76E+04
538204-538320	1.60E+04	1.56E+04	1.78E+04	1.92E+04
538204-538320	1.65E+04	1.50E+04	1.82E+04	1.98E+04
538204-538320	1.58E+04	1.50E+04	1.87E+04	1.89E+04
538204-538320	1.54E+04	1.52E+04	2.05E+04	1.90E+04
538317-538613	5.31E+03	4.82E+03	5.97E+03	6.26E+03
538317-538613	5.82E+03	4.78E+03	5.17E+03	6.22E+03
538317-538613	5.80E+03	5.07E+03	6.32E+03	6.48E+03
538317-538613	5.04E+03	4.67E+03	5.86E+03	5.97E+03
538777-539613	1.48E+04	1.38E+04	1.71E+04	1.55E+04
538777-539613	1.42E+04	1.34E+04	1.67E+04	1.59E+04
538777-539613	1.24E+04	1.27E+04	1.47E+04	1.48E+04
538777-539613	1.38E+04	1.33E+04	1.83E+04	1.62E+04
53912-55558	5.26E+01	9.25E+01	8.84E+01	2.83E+02
53912-55558	2.74E+01	3.63E+01	8.05E+01	6.68E+01
53912-55558	4.71E+01	3.92E+01	7.77E+01	7.40E+01
53912-55558	6.85E+01	3.54E+01	8.91E+01	6.74E+01
539697-541811	4.49E+03	5.40E+03	4.80E+03	4.44E+03
539697-541811	4.45E+03	5.82E+03	5.07E+03	4.25E+03
539697-541811	4.50E+03	5.34E+03	4.44E+03	4.04E+03
539697-541811	4.29E+03	5.81E+03	4.68E+03	4.47E+03
544648-545364	1.18E+03	8.60E+02	1.61E+03	1.63E+03
544648-545364	1.39E+03	8.17E+02	1.59E+03	1.76E+03
544648-545364	1.12E+03	9.43E+02	1.84E+03	1.58E+03
544648-545364	1.33E+03	9.96E+02	1.99E+03	1.62E+03
545446-546318	1.18E+03	9.07E+02	1.16E+03	1.35E+03
545446-546318	1.13E+03	8.21E+02	1.17E+03	1.14E+03
545446-546318	1.07E+03	9.33E+02	1.35E+03	1.18E+03
545446-546318	1.19E+03	8.93E+02	1.07E+03	1.20E+03
546662-547345	1.24E+03	1.34E+03	1.42E+03	1.48E+03
546662-547345	1.19E+03	1.13E+03	1.35E+03	1.56E+03
546662-547345	1.62E+03	1.35E+03	1.47E+03	1.49E+03
546662-547345	1.41E+03	1.37E+03	1.78E+03	1.66E+03
547342-550002	1.28E+03	9.94E+02	1.26E+03	1.12E+03
547342-550002	1.19E+03	1.02E+03	1.23E+03	1.24E+03
547342-550002	1.18E+03	1.00E+03	1.30E+03	1.20E+03
547342-550002	1.05E+03	9.62E+02	1.36E+03	1.24E+03
552975-553580	7.62E+03	7.20E+03	1.04E+04	9.11E+03
552975-553580	9.10E+03	6.93E+03	1.08E+04	8.71E+03
552975-553580	8.26E+03	6.91E+03	9.61E+03	9.45E+03
552975-553580	8.60E+03	7.25E+03	9.53E+03	9.47E+03
554084-554833	4.53E+03	3.91E+03	3.69E+03	4.82E+03
554084-554833	4.82E+03	3.64E+03	4.26E+03	4.45E+03
554084-554833	4.58E+03	3.73E+03	4.84E+03	4.33E+03
554084-554833	4.69E+03	3.79E+03	4.28E+03	3.87E+03
554830-555594	3.75E+03	3.98E+03	4.10E+03	3.44E+03
554830-555594	3.80E+03	3.69E+03	3.56E+03	3.18E+03
554830-555594	3.36E+03	3.99E+03	3.68E+03	3.50E+03
554830-555594	3.95E+03	3.42E+03	3.03E+03	3.00E+03
555693-556514	1.02E+02	1.04E+02	1.55E+02	9.76E+01
555693-556514	1.75E+02	1.20E+02	8.44E+01	8.51E+01
555693-556514	1.03E+02	1.17E+02	1.96E+02	1.54E+02
555693-556514	9.62E+01	1.86E+02	1.60E+02	3.14E+02
556528-558192	4.51E+01	8.25E+01	3.37E+02	1.52E+02
556528-558192	3.73E+02	3.91E+01	8.56E+01	7.54E+01
556528-558192	2.73E+01	4.09E+01	5.79E+02	9.55E+01
556528-558192	1.07E+02	4.09E+01	8.56E+01	6.97E+01
55655-57028	2.61E+02	3.73E+02	2.70E+02	3.68E+02
55655-57028	3.51E+02	2.59E+02	1.65E+03	2.08E+02
55655-57028	2.98E+02	2.42E+02	2.20E+02	2.13E+02
55655-57028	1.88E+02	2.27E+02	2.05E+02	2.28E+02
558197-560071	1.30E+02	4.38E+01	8.39E+01	8.30E+01
558197-560071	1.25E+02	7.66E+01	1.95E+02	6.74E+01
558197-560071	1.34E+02	8.18E+01	7.72E+01	6.99E+01
558197-560071	1.51E+02	8.25E+01	8.03E+01	1.70E+02
562847-563524	1.68E+03	2.47E+03	1.59E+03	1.64E+03
562847-563524	2.43E+03	2.99E+03	2.86E+03	1.81E+03
562847-563524	2.53E+03	2.70E+03	2.11E+03	2.07E+03
562847-563524	2.27E+03	3.16E+03	1.86E+03	1.84E+03
563536-563961	6.21E+03	5.23E+03	5.24E+03	6.33E+03
563536-563961	6.49E+03	5.81E+03	6.15E+03	5.97E+03
563536-563961	6.64E+03	6.49E+03	5.87E+03	6.51E+03
563536-563961	6.07E+03	5.73E+03	5.63E+03	6.58E+03
564029-564808	4.66E+03	4.03E+03	5.45E+03	5.68E+03
564029-564808	4.73E+03	3.78E+03	5.24E+03	5.24E+03
564029-564808	4.69E+03	4.05E+03	5.66E+03	5.14E+03
564029-564808	4.56E+03	3.98E+03	5.38E+03	4.80E+03
566410-566922	2.50E+03	2.64E+03	2.89E+03	2.94E+03
566410-566922	2.77E+03	2.55E+03	3.18E+03	3.19E+03
566410-566922	3.09E+03	2.91E+03	2.97E+03	3.17E+03
566410-566922	3.34E+03	2.83E+03	3.36E+03	3.11E+03
567177-567881	6.55E+02	6.52E+02	1.05E+03	6.71E+02
567177-567881	7.17E+02	6.27E+02	7.16E+02	6.17E+02
567177-567881	7.35E+02	6.50E+02	9.25E+02	7.95E+02
567177-567881	6.02E+02	6.42E+02	8.53E+02	6.27E+02
567878-568648	3.38E+02	2.97E+02	5.49E+02	5.90E+02
567878-568648	3.96E+02	3.18E+02	5.73E+02	5.49E+02
567878-568648	4.11E+02	3.05E+02	6.72E+02	5.95E+02
567878-568648	4.54E+02	3.03E+02	4.76E+02	5.74E+02
568645-569421	6.64E+02	3.97E+02	5.12E+02	6.18E+02
568645-569421	7.15E+02	4.97E+02	6.43E+02	6.32E+02
568645-569421	5.40E+02	5.21E+02	6.79E+02	7.48E+02
568645-569421	5.72E+02	5.55E+02	6.81E+02	6.63E+02
569476-570168	3.98E+03	5.40E+03	3.96E+03	3.99E+03
569476-570168	4.45E+03	4.77E+03	3.93E+03	3.62E+03
569476-570168	4.46E+03	5.04E+03	4.78E+03	3.95E+03
569476-570168	4.68E+03	5.13E+03	4.64E+03	3.79E+03
570187-571611	4.71E+03	3.51E+03	3.58E+03	3.51E+03
570187-571611	3.28E+03	3.23E+03	4.35E+03	4.22E+03
570187-571611	6.25E+03	4.58E+03	5.05E+03	5.38E+03
570187-571611	4.91E+03	4.18E+03	4.92E+03	5.62E+03
57469-58422	2.09E+03	1.91E+03	2.36E+03	2.64E+03
57469-58422	2.31E+03	1.95E+03	2.58E+03	2.54E+03
57469-58422	2.23E+03	1.90E+03	2.55E+03	2.33E+03
57469-58422	2.40E+03	1.77E+03	2.86E+03	2.99E+03
579018-579338	4.27E+02	2.68E+02	3.32E+02	2.34E+02
579018-579338	3.94E+02	2.78E+02	3.49E+02	3.93E+02
579018-579338	3.87E+02	2.87E+02	3.31E+02	2.65E+02
579018-579338	4.52E+02	3.41E+02	2.94E+02	3.08E+02
580547-581599	6.14E+01	3.96E+01	8.33E+01	8.20E+01
580547-581599	1.42E+02	5.89E+01	7.79E+01	1.27E+02
580547-581599	1.53E+02	3.59E+01	7.90E+01	6.54E+01
580547-581599	4.67E+01	4.11E+01	1.89E+02	9.08E+01
581655-582062	2.40E+02	4.18E+02	1.83E+02	2.60E+02
581655-582062	3.51E+02	5.58E+02	1.27E+02	1.90E+02
581655-582062	3.76E+02	5.48E+02	2.56E+02	3.37E+02
581655-582062	4.36E+02	4.57E+02	3.08E+02	2.38E+02
582091-582564	3.59E+03	3.21E+03	4.21E+03	5.72E+03
582091-582564	4.64E+03	3.26E+03	6.87E+03	4.84E+03
582091-582564	4.85E+03	3.56E+03	4.36E+03	5.69E+03
582091-582564	5.25E+03	3.26E+03	4.05E+03	4.66E+03
582611-583369	6.26E+02	1.05E+03	7.16E+02	5.56E+02
582611-583369	7.65E+02	1.20E+03	1.27E+03	5.91E+02
582611-583369	7.71E+02	1.12E+03	9.49E+02	7.29E+02
582611-583369	6.50E+02	1.00E+03	4.73E+02	5.51E+02
583393-584232	2.32E+03	1.74E+03	2.99E+03	2.38E+03
583393-584232	2.25E+03	1.50E+03	2.14E+03	2.17E+03
583393-584232	2.53E+03	1.64E+03	2.11E+03	2.26E+03
583393-584232	2.60E+03	1.79E+03	2.12E+03	2.60E+03
58454-59422	2.27E+03	2.55E+03	2.98E+03	2.68E+03
58454-59422	2.23E+03	2.74E+03	3.23E+03	2.95E+03
58454-59422	2.58E+03	2.70E+03	2.96E+03	3.17E+03
58454-59422	2.90E+03	2.70E+03	3.43E+03	3.45E+03
585695-586009	3.95E+03	4.14E+03	6.21E+03	6.25E+03
585695-586009	5.11E+03	3.75E+03	5.61E+03	5.64E+03
585695-586009	4.28E+03	4.01E+03	5.78E+03	5.50E+03
585695-586009	4.48E+03	3.81E+03	5.35E+03	5.36E+03
586031-586417	1.29E+03	1.86E+03	1.37E+03	1.18E+03
586031-586417	1.47E+03	2.18E+03	1.72E+03	1.38E+03
586031-586417	1.43E+03	2.02E+03	1.16E+03	1.24E+03
586031-586417	1.38E+03	2.17E+03	1.48E+03	1.28E+03
586451-587836	2.11E+03	2.17E+03	2.36E+03	1.89E+03
586451-587836	2.05E+03	2.19E+03	2.55E+03	1.84E+03
586451-587836	1.89E+03	1.95E+03	2.05E+03	1.94E+03
586451-587836	1.87E+03	2.02E+03	2.35E+03	1.93E+03
587839-587991	2.53E+03	2.25E+03	3.27E+03	2.92E+03
587839-587991	2.52E+03	2.00E+03	2.72E+03	2.68E+03
587839-587991	2.55E+03	2.20E+03	2.53E+03	2.71E+03
587839-587991	2.36E+03	2.15E+03	2.52E+03	2.76E+03
588010-589218	1.87E+03	2.37E+03	2.02E+03	1.55E+03
588010-589218	1.66E+03	2.36E+03	1.79E+03	1.54E+03
588010-589218	1.91E+03	2.20E+03	1.71E+03	1.42E+03
588010-589218	1.67E+03	2.45E+03	2.35E+03	1.77E+03
589261-589482	3.69E+03	2.50E+03	5.23E+03	5.54E+03
589261-589482	4.20E+03	2.58E+03	5.17E+03	5.45E+03
589261-589482	4.80E+03	2.84E+03	6.28E+03	6.77E+03
589261-589482	4.34E+03	2.56E+03	5.35E+03	5.40E+03
589599-590096	1.32E+03	1.93E+03	1.74E+03	1.34E+03
589599-590096	1.29E+03	1.45E+03	1.43E+03	1.23E+03
589599-590096	1.14E+03	1.45E+03	1.16E+03	1.18E+03
589599-590096	1.49E+03	1.42E+03	1.81E+03	1.29E+03
590184-590576	3.74E+02	3.26E+02	1.53E+02	2.50E+02
590184-590576	3.86E+02	3.92E+02	2.43E+02	3.49E+02
590184-590576	3.30E+02	3.25E+02	4.06E+02	1.72E+02
590184-590576	3.35E+02	2.87E+02	3.70E+02	2.69E+02
590560-593007	1.78E+02	4.04E+02	3.44E+02	1.91E+02
590560-593007	1.60E+02	2.67E+02	2.20E+02	1.21E+02
590560-593007	1.97E+02	2.64E+02	2.36E+02	1.89E+02
590560-593007	1.88E+02	3.06E+02	1.48E+02	1.24E+02
593007-595175	8.47E+02	8.95E+02	1.31E+03	8.33E+02
593007-595175	7.57E+02	7.39E+02	6.14E+02	4.54E+02
593007-595175	7.17E+02	7.94E+02	9.35E+02	7.10E+02
593007-595175	7.95E+02	7.60E+02	7.02E+02	6.36E+02
59447-60433	2.09E+03	2.17E+03	2.70E+03	2.67E+03
59447-60433	2.62E+03	2.67E+03	2.92E+03	2.36E+03
59447-60433	2.51E+03	2.66E+03	2.96E+03	2.74E+03
59447-60433	2.14E+03	2.39E+03	2.64E+03	2.34E+03
595172-598820	1.71E+02	2.77E+02	8.90E+01	1.11E+02
595172-598820	1.82E+02	2.96E+02	1.19E+02	1.07E+02
595172-598820	2.93E+02	2.36E+02	2.15E+02	2.04E+02
595172-598820	1.77E+02	2.93E+02	4.45E+02	2.19E+02
596830-598659	4.73E+02	4.57E+02	4.65E+02	3.54E+02
596830-598659	4.73E+02	4.92E+02	5.37E+02	5.59E+02
596830-598659	5.53E+02	5.03E+02	5.96E+02	4.68E+02
596830-598659	4.26E+02	4.36E+02	2.50E+02	2.61E+02
598817-599749	1.24E+03	1.23E+03	1.59E+03	1.75E+03
598817-599749	1.29E+03	1.42E+03	1.44E+03	1.22E+03
598817-599749	1.25E+03	1.24E+03	2.00E+03	1.26E+03
598817-599749	1.28E+03	1.33E+03	1.55E+03	1.28E+03
600034-601953	1.67E+05	1.40E+05	1.90E+05	1.81E+05
600034-601953	1.57E+05	1.32E+05	1.79E+05	1.66E+05
600034-601953	1.55E+05	1.38E+05	1.74E+05	1.75E+05
600034-601953	1.52E+05	1.26E+05	1.68E+05	1.65E+05
602106-602234	2.27E+05	1.76E+05	2.34E+05	2.59E+05
602106-602234	2.14E+05	1.77E+05	2.57E+05	2.41E+05
602106-602234	2.29E+05	1.74E+05	2.34E+05	2.12E+05
602106-602234	2.19E+05	1.75E+05	2.49E+05	2.20E+05
602866-602931	5.51E+03	5.00E+03	6.65E+03	5.75E+03
602866-602931	5.95E+03	5.02E+03	6.13E+03	5.97E+03
602866-602931	6.09E+03	5.42E+03	5.52E+03	6.35E+03
602866-602931	6.45E+03	5.44E+03	6.44E+03	5.96E+03
603157-603582	6.37E+03	5.35E+03	9.07E+03	7.56E+03
603157-603582	6.44E+03	4.99E+03	8.26E+03	8.21E+03
603157-603582	5.64E+03	5.02E+03	9.10E+03	6.73E+03
603157-603582	6.55E+03	5.01E+03	8.59E+03	7.90E+03
603579-603809	1.02E+04	8.56E+03	1.34E+04	1.35E+04
603579-603809	9.71E+03	7.92E+03	1.38E+04	1.27E+04
603579-603809	9.53E+03	9.28E+03	1.23E+04	1.08E+04
603579-603809	9.80E+03	8.70E+03	1.34E+04	1.25E+04
604427-606028	9.09E+03	1.32E+04	9.44E+03	8.57E+03
604427-606028	8.95E+03	1.41E+04	9.98E+03	7.41E+03
604427-606028	8.61E+03	1.37E+04	9.73E+03	8.85E+03
604427-606028	8.41E+03	1.24E+04	1.01E+04	8.01E+03
60446-61492	2.53E+03	2.38E+03	3.09E+03	2.97E+03
60446-61492	2.80E+03	2.40E+03	3.96E+03	3.27E+03
60446-61492	2.84E+03	2.63E+03	4.36E+03	3.53E+03
60446-61492	2.50E+03	2.35E+03	3.52E+03	3.21E+03
606589-606777	2.18E+04	1.44E+04	2.08E+04	2.20E+04
606589-606777	1.87E+04	1.62E+04	2.23E+04	2.24E+04
606589-606777	2.35E+04	1.61E+04	2.08E+04	2.26E+04
606589-606777	2.20E+04	1.65E+04	2.21E+04	2.09E+04
6066-8492	8.06E+04	7.42E+04	1.23E+05	1.17E+05
6066-8492	7.71E+04	7.59E+04	1.22E+05	1.06E+05
6066-8492	1.04E+05	7.83E+04	1.28E+05	1.13E+05
6066-8492	1.05E+05	7.77E+04	1.15E+05	1.09E+05
607561-612429	9.88E+04	9.49E+04	1.29E+05	1.33E+05
607561-612429	1.09E+05	9.35E+04	1.29E+05	1.31E+05
607561-612429	1.05E+05	8.76E+04	1.36E+05	1.29E+05
607561-612429	1.10E+05	9.65E+04	1.36E+05	1.27E+05
61659-63389	1.95E+03	1.70E+03	2.23E+03	1.93E+03
61659-63389	1.80E+03	1.61E+03	2.46E+03	1.99E+03
61659-63389	1.95E+03	1.55E+03	2.50E+03	2.04E+03
61659-63389	1.85E+03	1.76E+03	2.35E+03	2.04E+03
617711-618508	3.48E+03	4.19E+03	2.98E+03	2.77E+03
617711-618508	3.64E+03	3.91E+03	2.76E+03	2.62E+03
617711-618508	3.26E+03	4.26E+03	3.12E+03	2.49E+03
617711-618508	3.97E+03	4.89E+03	3.23E+03	2.92E+03
618509-619003	2.34E+03	2.51E+03	3.05E+03	3.19E+03
618509-619003	3.17E+03	2.49E+03	3.31E+03	3.53E+03
618509-619003	2.95E+03	2.98E+03	3.44E+03	3.51E+03
618509-619003	3.45E+03	2.76E+03	3.25E+03	3.50E+03
619229-620407	6.26E+04	6.87E+04	8.51E+04	6.48E+04
619229-620407	8.17E+04	6.59E+04	7.74E+04	7.27E+04
619229-620407	7.39E+04	6.30E+04	7.95E+04	6.45E+04
619229-620407	8.19E+04	6.70E+04	7.47E+04	7.46E+04
620661-622268	1.11E+04	1.16E+04	1.17E+04	1.05E+04
620661-622268	1.16E+04	1.22E+04	1.32E+04	1.21E+04
620661-622268	1.12E+04	1.15E+04	1.24E+04	1.12E+04
620661-622268	1.18E+04	1.17E+04	1.17E+04	1.05E+04
622259-622963	1.94E+04	1.43E+04	1.69E+04	1.78E+04
622259-622963	1.65E+04	1.30E+04	1.83E+04	1.84E+04
622259-622963	1.72E+04	1.52E+04	1.79E+04	1.83E+04
622259-622963	1.94E+04	1.47E+04	1.57E+04	1.82E+04
624136-627234	5.20E+03	5.68E+03	5.95E+03	5.46E+03
624136-627234	5.17E+03	6.91E+03	6.49E+03	4.40E+03
624136-627234	5.28E+03	5.87E+03	5.72E+03	5.29E+03
624136-627234	5.29E+03	6.05E+03	6.13E+03	4.92E+03
627357-628643	8.73E+03	7.08E+03	1.04E+04	9.08E+03
627357-628643	9.25E+03	7.13E+03	9.24E+03	9.61E+03
627357-628643	9.36E+03	7.45E+03	1.03E+04	9.53E+03
627357-628643	9.28E+03	7.91E+03	1.06E+04	9.15E+03
636501-637412	1.70E+03	1.23E+03	1.35E+03	1.49E+03
636501-637412	1.80E+03	1.38E+03	1.82E+03	1.58E+03
636501-637412	1.89E+03	1.34E+03	1.29E+03	1.48E+03
636501-637412	1.97E+03	1.40E+03	1.58E+03	1.60E+03
637587-638084	2.44E+03	2.08E+03	2.84E+03	2.55E+03
637587-638084	2.41E+03	2.07E+03	3.12E+03	2.63E+03
637587-638084	2.52E+03	2.07E+03	3.22E+03	2.96E+03
637587-638084	2.63E+03	2.04E+03	3.08E+03	3.04E+03
63807-66755	2.01E+03	1.42E+03	2.60E+03	2.21E+03
63807-66755	1.75E+03	1.44E+03	2.49E+03	2.53E+03
63807-66755	1.95E+03	1.54E+03	2.63E+03	2.35E+03
63807-66755	2.10E+03	1.92E+03	2.81E+03	2.41E+03
638828-639190	9.28E+03	1.27E+04	1.36E+04	1.22E+04
638828-639190	9.97E+03	1.14E+04	1.17E+04	1.02E+04
638828-639190	1.01E+04	1.21E+04	1.26E+04	1.08E+04
638828-639190	1.02E+04	1.15E+04	1.33E+04	1.07E+04
639255-639872	6.70E+03	5.36E+03	7.87E+03	6.97E+03
639255-639872	5.14E+03	5.59E+03	6.98E+03	6.83E+03
639255-639872	8.27E+03	6.23E+03	7.08E+03	8.04E+03
639255-639872	6.81E+03	5.04E+03	6.81E+03	6.47E+03
639869-640354	3.08E+04	2.64E+04	3.70E+04	3.56E+04
639869-640354	3.49E+04	2.56E+04	4.04E+04	3.50E+04
639869-640354	2.99E+04	2.50E+04	3.46E+04	3.61E+04
639869-640354	3.12E+04	3.15E+04	3.84E+04	3.47E+04
640397-640915	1.02E+04	1.38E+04	1.06E+04	1.01E+04
640397-640915	1.03E+04	1.28E+04	1.03E+04	9.87E+03
640397-640915	9.39E+03	1.36E+04	1.09E+04	9.29E+03
640397-640915	9.19E+03	1.24E+04	1.00E+04	9.21E+03
641051-642010	1.44E+04	1.29E+04	1.92E+04	1.60E+04
641051-642010	1.60E+04	1.39E+04	1.86E+04	1.62E+04
641051-642010	1.24E+04	1.26E+04	1.88E+04	1.64E+04
641051-642010	1.57E+04	1.36E+04	1.71E+04	1.63E+04
642036-643739	2.19E+04	1.66E+04	2.83E+04	2.39E+04
642036-643739	2.21E+04	1.68E+04	2.76E+04	2.31E+04
642036-643739	2.12E+04	1.63E+04	2.83E+04	2.52E+04
642036-643739	1.99E+04	1.52E+04	2.83E+04	2.13E+04
643952-646054	2.34E+04	1.66E+04	2.32E+04	2.11E+04
643952-646054	2.13E+04	1.70E+04	2.43E+04	2.17E+04
643952-646054	2.24E+04	1.74E+04	2.25E+04	2.17E+04
643952-646054	2.12E+04	1.79E+04	2.43E+04	2.26E+04
646067-646507	3.59E+03	4.33E+03	3.50E+03	3.25E+03
646067-646507	3.05E+03	3.96E+03	2.65E+03	2.83E+03
646067-646507	2.92E+03	4.04E+03	2.66E+03	3.00E+03
646067-646507	3.36E+03	4.11E+03	2.71E+03	2.78E+03
646543-647346	1.55E+04	1.32E+04	1.88E+04	1.48E+04
646543-647346	1.67E+04	1.23E+04	1.57E+04	1.54E+04
646543-647346	1.59E+04	1.35E+04	1.67E+04	1.61E+04
646543-647346	1.62E+04	1.25E+04	1.74E+04	1.49E+04
647386-647982	1.33E+04	1.22E+04	1.52E+04	1.33E+04
647386-647982	1.38E+04	1.32E+04	1.70E+04	1.48E+04
647386-647982	1.32E+04	1.26E+04	1.63E+04	1.48E+04
647386-647982	1.42E+04	1.36E+04	1.69E+04	1.52E+04
648088-648951	1.24E+03	1.61E+03	1.35E+03	1.14E+03
648088-648951	1.09E+03	1.60E+03	1.78E+03	1.16E+03
648088-648951	1.10E+03	1.43E+03	9.83E+02	1.01E+03
648088-648951	1.05E+03	1.52E+03	1.27E+03	1.16E+03
649018-650007	5.98E+03	6.07E+03	6.77E+03	5.47E+03
649018-650007	6.46E+03	6.30E+03	5.97E+03	4.79E+03
649018-650007	5.96E+03	5.74E+03	5.24E+03	5.03E+03
649018-650007	5.73E+03	5.94E+03	6.09E+03	4.44E+03
650099-650710	1.26E+04	1.53E+04	1.02E+04	9.12E+03
650099-650710	1.27E+04	1.50E+04	9.85E+03	9.19E+03
650099-650710	1.24E+04	1.51E+04	9.92E+03	8.26E+03
650099-650710	1.05E+04	1.35E+04	1.03E+04	9.94E+03
651171-651950	4.13E+03	4.37E+03	4.69E+03	4.25E+03
651171-651950	4.05E+03	4.23E+03	4.32E+03	4.25E+03
651171-651950	3.41E+03	4.18E+03	3.86E+03	4.53E+03
651171-651950	4.11E+03	3.74E+03	4.48E+03	4.51E+03
652155-652514	2.46E+04	1.69E+04	2.37E+04	2.35E+04
652155-652514	2.45E+04	1.78E+04	2.94E+04	2.34E+04
652155-652514	2.21E+04	1.87E+04	2.56E+04	2.35E+04
652155-652514	2.38E+04	1.78E+04	2.79E+04	2.26E+04
652525-653907	1.94E+04	2.16E+04	2.53E+04	2.53E+04
652525-653907	2.50E+04	2.11E+04	2.38E+04	2.46E+04
652525-653907	2.45E+04	2.16E+04	2.28E+04	2.50E+04
652525-653907	2.20E+04	2.26E+04	2.51E+04	2.58E+04
654123-654533	1.91E+04	1.94E+04	1.75E+04	1.50E+04
654123-654533	1.94E+04	1.99E+04	1.75E+04	1.43E+04
