ProbeName	6308A	6308B	6308C
c3454874-3454704	2.59E+02	1.92E+02	1.77E+02
c3454874-3454704	2.42E+02	2.46E+02	1.83E+02
c3454874-3454704	2.41E+02	1.74E+02	1.98E+02
c3454874-3454704	2.29E+02	2.06E+02	2.61E+02
c3455422-3454994	2.96E+02	5.38E+02	1.92E+02
c3455422-3454994	3.12E+02	4.98E+02	1.69E+02
c3455422-3454994	2.83E+02	5.75E+02	1.87E+02
c3455422-3454994	2.86E+02	5.49E+02	1.69E+02
c3457220-3456942	2.76E+03	2.70E+03	2.67E+03
c3457220-3456942	3.13E+03	2.88E+03	2.95E+03
c3457220-3456942	2.73E+03	2.82E+03	2.54E+03
c3457220-3456942	2.89E+03	2.74E+03	2.49E+03
c3458191-3457211	2.99E+03	2.93E+03	2.76E+03
c3458191-3457211	3.26E+03	2.80E+03	3.19E+03
c3458191-3457211	3.74E+03	2.60E+03	2.57E+03
c3458191-3457211	3.84E+03	3.31E+03	3.23E+03
c3458712-3458194	1.98E+03	1.77E+03	1.99E+03
c3458712-3458194	2.08E+03	2.03E+03	1.94E+03
c3458712-3458194	1.91E+03	1.93E+03	1.81E+03
c3458712-3458194	2.09E+03	1.95E+03	1.72E+03
c3461081-3458760	3.28E+03	2.93E+03	2.97E+03
c3461081-3458760	3.35E+03	3.30E+03	3.50E+03
c3461081-3458760	3.15E+03	3.25E+03	3.00E+03
c3461081-3458760	3.39E+03	3.24E+03	3.06E+03
c3461793-3461092	5.76E+03	4.78E+03	3.34E+03
c3461793-3461092	4.78E+03	3.81E+03	3.01E+03
c3461793-3461092	4.62E+03	4.02E+03	2.77E+03
c3461793-3461092	5.71E+03	4.29E+03	3.52E+03
c3462709-3461795	6.49E+03	6.81E+03	5.13E+03
c3462709-3461795	6.21E+03	5.41E+03	4.86E+03
c3462709-3461795	5.98E+03	5.34E+03	4.82E+03
c3462709-3461795	5.95E+03	5.61E+03	4.86E+03
c3464588-3462711	3.15E+03	2.69E+03	2.25E+03
c3464588-3462711	3.30E+03	3.16E+03	2.71E+03
c3464588-3462711	3.33E+03	3.03E+03	2.60E+03
c3464588-3462711	3.66E+03	3.37E+03	2.73E+03
c3465331-3464594	8.49E+03	7.55E+03	5.40E+03
c3465331-3464594	9.28E+03	8.50E+03	5.71E+03
c3465331-3464594	9.61E+03	8.51E+03	5.45E+03
c3465331-3464594	8.77E+03	8.73E+03	4.97E+03
c3466326-3465409	4.87E+03	4.95E+03	2.90E+03
c3466326-3465409	5.00E+03	5.63E+03	3.16E+03
c3466326-3465409	4.59E+03	4.65E+03	3.02E+03
c3466326-3465409	4.97E+03	5.42E+03	2.99E+03
c3468522-3466606	2.77E+03	4.36E+03	1.33E+03
c3468522-3466606	2.70E+03	3.99E+03	1.42E+03
c3468522-3466606	2.11E+03	3.24E+03	1.36E+03
c3468522-3466606	2.52E+03	3.84E+03	1.44E+03
c3469268-3468522	8.76E+02	1.45E+03	4.02E+02
c3469268-3468522	8.20E+02	1.53E+03	3.97E+02
c3469268-3468522	8.18E+02	1.53E+03	4.27E+02
c3469268-3468522	7.53E+02	1.55E+03	4.00E+02
c3470226-3469372	1.23E+02	3.51E+02	8.23E+01
c3470226-3469372	1.25E+02	3.17E+02	8.60E+01
c3470226-3469372	1.23E+02	3.19E+02	8.56E+01
c3470226-3469372	1.23E+02	3.77E+02	7.79E+01
c3471475-3470471	2.62E+02	5.61E+02	2.05E+02
c3471475-3470471	2.92E+02	7.24E+02	2.08E+02
c3471475-3470471	3.05E+02	7.10E+02	4.77E+02
c3471475-3470471	2.81E+02	7.21E+02	2.09E+02
c3472177-3471485	1.07E+03	1.53E+03	5.27E+02
c3472177-3471485	9.90E+02	1.57E+03	4.41E+02
c3472177-3471485	1.10E+03	1.64E+03	4.32E+02
c3472177-3471485	1.25E+03	1.59E+03	4.90E+02
c3473450-3472491	9.17E+02	9.33E+02	6.65E+02
c3473450-3472491	1.10E+03	1.28E+03	9.88E+02
c3473450-3472491	1.16E+03	1.15E+03	1.06E+03
c3473450-3472491	1.20E+03	1.10E+03	1.02E+03
c3474361-3473483	7.23E+02	7.12E+02	4.23E+02
c3474361-3473483	6.24E+02	5.51E+02	4.25E+02
c3474361-3473483	6.32E+02	5.77E+02	3.70E+02
c3474361-3473483	6.76E+02	5.84E+02	3.98E+02
c3475136-3474354	1.19E+03	1.78E+03	7.58E+02
c3475136-3474354	1.07E+03	1.43E+03	7.87E+02
c3475136-3474354	1.22E+03	1.63E+03	6.36E+02
c3475136-3474354	1.29E+03	1.60E+03	7.59E+02
c3475766-3475137	6.62E+02	6.81E+02	6.30E+02
c3475766-3475137	6.59E+02	7.31E+02	6.28E+02
c3475766-3475137	5.88E+02	5.09E+02	6.49E+02
c3475766-3475137	6.93E+02	6.88E+02	6.59E+02
c3476787-3476161	2.63E+03	3.01E+03	2.51E+03
c3476787-3476161	2.78E+03	3.13E+03	2.55E+03
c3476787-3476161	2.91E+03	3.02E+03	2.44E+03
c3476787-3476161	2.79E+03	2.85E+03	2.31E+03
c3477834-3476863	3.24E+03	3.99E+03	2.48E+03
c3477834-3476863	3.30E+03	4.04E+03	2.46E+03
c3477834-3476863	3.44E+03	4.29E+03	2.58E+03
c3477834-3476863	3.37E+03	4.42E+03	2.70E+03
c3479946-3477847	3.02E+03	3.06E+03	3.03E+03
c3479946-3477847	3.24E+03	3.77E+03	2.78E+03
c3479946-3477847	2.92E+03	3.41E+03	2.90E+03
c3479946-3477847	2.94E+03	3.33E+03	3.06E+03
c3482473-3481277	6.91E+03	8.26E+03	5.36E+03
c3482473-3481277	7.74E+03	8.11E+03	5.55E+03
c3482473-3481277	7.64E+03	7.48E+03	5.50E+03
c3482473-3481277	7.08E+03	6.51E+03	4.67E+03
c3483501-3482476	2.27E+03	1.83E+03	1.66E+03
c3483501-3482476	2.77E+03	2.13E+03	1.93E+03
c3483501-3482476	2.43E+03	1.92E+03	1.96E+03
c3483501-3482476	1.96E+03	1.54E+03	1.58E+03
c3484712-3483573	4.12E+03	3.22E+03	3.00E+03
c3484712-3483573	5.41E+03	4.69E+03	3.57E+03
c3484712-3483573	5.26E+03	4.69E+03	3.57E+03
c3484712-3483573	3.88E+03	4.83E+03	3.45E+03
c3486058-3485165	3.06E+03	4.19E+03	2.05E+03
c3486058-3485165	2.47E+03	3.56E+03	1.55E+03
c3486058-3485165	3.08E+03	4.32E+03	2.32E+03
c3486058-3485165	2.48E+03	3.92E+03	1.88E+03
c3487040-3486138	3.31E+02	6.36E+02	2.50E+02
c3487040-3486138	3.08E+02	7.48E+02	2.91E+02
c3487040-3486138	4.09E+02	8.10E+02	2.83E+02
c3487040-3486138	3.31E+02	7.88E+02	2.67E+02
c3488250-3487090	1.57E+03	2.44E+03	9.90E+02
c3488250-3487090	1.64E+03	2.28E+03	9.79E+02
c3488250-3487090	1.62E+03	2.51E+03	1.01E+03
c3488250-3487090	1.76E+03	2.66E+03	9.57E+02
c3488711-3488406	1.44E+03	1.65E+03	5.03E+02
c3488711-3488406	1.12E+03	1.63E+03	4.38E+02
c3488711-3488406	1.32E+03	1.85E+03	5.34E+02
c3488711-3488406	1.37E+03	1.60E+03	4.55E+02
c3489783-3488809	1.25E+03	1.12E+03	4.94E+02
c3489783-3488809	1.32E+03	1.13E+03	4.64E+02
c3489783-3488809	1.35E+03	1.08E+03	5.19E+02
c3489783-3488809	1.43E+03	1.19E+03	4.65E+02
c3493643-3492774	2.14E+03	3.11E+03	1.38E+03
c3493643-3492774	2.56E+03	4.02E+03	1.56E+03
c3493643-3492774	2.31E+03	3.21E+03	1.56E+03
c3493643-3492774	3.11E+03	3.81E+03	1.51E+03
c3496233-3494845	3.88E+03	5.16E+03	2.98E+03
c3496233-3494845	3.91E+03	5.42E+03	3.12E+03
c3496233-3494845	4.12E+03	5.05E+03	2.90E+03
c3496233-3494845	4.22E+03	4.61E+03	2.88E+03
c3497631-3496354	1.06E+03	1.20E+03	5.83E+02
c3497631-3496354	1.18E+03	1.27E+03	6.18E+02
c3497631-3496354	1.14E+03	1.51E+03	6.68E+02
c3497631-3496354	1.20E+03	1.09E+03	6.50E+02
c3498103-3497768	3.85E+02	4.05E+02	3.50E+02
c3498103-3497768	4.73E+02	4.97E+02	3.59E+02
c3498103-3497768	3.71E+02	4.20E+02	3.11E+02
c3498103-3497768	3.43E+02	3.13E+02	3.30E+02
c3501172-3498572	1.46E+03	1.76E+03	1.67E+03
c3501172-3498572	1.04E+03	1.27E+03	1.31E+03
c3501172-3498572	1.38E+03	1.51E+03	1.81E+03
c3501172-3498572	1.41E+03	1.46E+03	1.59E+03
c3502407-3501292	4.25E+03	4.50E+03	3.79E+03
c3502407-3501292	3.96E+03	5.02E+03	3.85E+03
c3502407-3501292	3.76E+03	4.73E+03	4.47E+03
c3502407-3501292	4.49E+03	4.97E+03	4.05E+03
c3502728-3502408	3.04E+03	2.98E+03	2.08E+03
c3502728-3502408	2.68E+03	2.76E+03	2.01E+03
c3502728-3502408	2.94E+03	2.76E+03	2.04E+03
c3502728-3502408	3.15E+03	2.94E+03	1.98E+03
c3503192-3502731	5.16E+02	8.13E+02	4.27E+02
c3503192-3502731	5.06E+02	7.86E+02	3.22E+02
c3503192-3502731	5.84E+02	8.95E+02	3.95E+02
c3503192-3502731	5.34E+02	8.94E+02	3.87E+02
c3505162-3503192	2.43E+03	2.74E+03	1.66E+03
c3505162-3503192	2.42E+03	2.60E+03	1.56E+03
c3505162-3503192	2.48E+03	2.76E+03	1.50E+03
c3505162-3503192	2.77E+03	2.90E+03	1.78E+03
c3506888-3506421	1.36E+04	1.01E+04	1.03E+04
c3506888-3506421	1.15E+04	1.03E+04	1.09E+04
c3506888-3506421	1.31E+04	1.04E+04	1.04E+04
c3506888-3506421	1.29E+04	9.91E+03	1.05E+04
c3507925-3506993	1.46E+04	9.76E+03	9.50E+03
c3507925-3506993	1.15E+04	8.76E+03	8.88E+03
c3507925-3506993	1.28E+04	9.27E+03	8.01E+03
c3507925-3506993	1.31E+04	9.37E+03	8.64E+03
c3510817-3509381	1.92E+03	2.81E+03	1.05E+03
c3510817-3509381	1.72E+03	2.56E+03	1.03E+03
c3510817-3509381	1.82E+03	2.58E+03	1.09E+03
c3510817-3509381	1.77E+03	2.56E+03	9.78E+02
c3512427-3511027	1.09E+03	2.33E+03	4.15E+02
c3512427-3511027	1.13E+03	2.39E+03	6.28E+02
c3512427-3511027	1.27E+03	2.60E+03	5.03E+02
c3512427-3511027	1.23E+03	2.61E+03	6.55E+02
c3513800-3512454	4.70E+01	3.51E+02	2.41E+01
c3513800-3512454	4.43E+01	3.67E+02	2.21E+01
c3513800-3512454	4.65E+01	3.31E+02	2.46E+01
c3513800-3512454	3.58E+01	3.33E+02	2.30E+01
c3514843-3514169	4.71E+02	8.03E+02	2.86E+02
c3514843-3514169	4.67E+02	9.38E+02	2.82E+02
c3514843-3514169	3.83E+02	8.05E+02	2.70E+02
c3514843-3514169	5.11E+02	9.14E+02	2.78E+02
c3515650-3514904	5.46E+02	1.13E+03	2.64E+02
c3515650-3514904	5.56E+02	1.11E+03	2.27E+02
c3515650-3514904	6.46E+02	1.03E+03	2.74E+02
c3515650-3514904	6.38E+02	1.11E+03	2.90E+02
c3516479-3516009	2.01E+04	1.68E+04	1.51E+04
c3516479-3516009	2.37E+04	1.93E+04	1.56E+04
c3516479-3516009	2.18E+04	1.91E+04	1.51E+04
c3516479-3516009	2.18E+04	1.89E+04	1.39E+04
c3517102-3516503	1.40E+04	8.16E+03	8.68E+03
c3517102-3516503	2.50E+04	1.55E+04	1.47E+04
c3517102-3516503	1.69E+04	9.56E+03	9.10E+03
c3517102-3516503	2.54E+04	1.53E+04	1.41E+04
c3518304-3517120	2.72E+04	1.75E+04	1.28E+04
c3518304-3517120	2.54E+04	1.69E+04	1.13E+04
c3518304-3517120	2.82E+04	1.78E+04	1.32E+04
c3518304-3517120	2.66E+04	1.80E+04	1.22E+04
c3519874-3518297	4.76E+04	3.31E+04	2.33E+04
c3519874-3518297	4.01E+04	3.10E+04	2.21E+04
c3519874-3518297	3.80E+04	2.84E+04	2.05E+04
c3519874-3518297	4.28E+04	2.99E+04	1.88E+04
c3521063-3520227	3.25E+04	2.30E+04	2.48E+04
c3521063-3520227	3.18E+04	2.28E+04	2.30E+04
c3521063-3520227	3.23E+04	2.33E+04	2.18E+04
c3521063-3520227	3.45E+04	2.39E+04	2.30E+04
c3523747-3523430	2.34E+04	2.30E+04	1.87E+04
c3523747-3523430	2.25E+04	2.32E+04	1.86E+04
c3523747-3523430	2.68E+04	2.50E+04	1.92E+04
c3523747-3523430	2.28E+04	2.12E+04	1.74E+04
c3527215-3525860	1.72E+03	2.03E+03	1.13E+03
c3527215-3525860	1.66E+03	2.23E+03	8.76E+02
c3527215-3525860	1.43E+03	2.19E+03	9.12E+02
c3527215-3525860	1.66E+03	2.11E+03	9.42E+02
c3529619-3529122	3.36E+03	2.53E+03	2.59E+03
c3529619-3529122	3.10E+03	2.70E+03	2.63E+03
c3529619-3529122	3.31E+03	2.61E+03	2.61E+03
c3529619-3529122	3.53E+03	2.74E+03	2.73E+03
c3531251-3529842	3.02E+03	4.19E+03	2.75E+03
c3531251-3529842	3.51E+03	4.32E+03	2.81E+03
c3531251-3529842	3.30E+03	4.63E+03	2.84E+03
c3531251-3529842	3.33E+03	4.30E+03	2.75E+03
c3532385-3531255	1.69E+03	1.84E+03	1.85E+03
c3532385-3531255	1.65E+03	2.19E+03	1.74E+03
c3532385-3531255	1.79E+03	2.13E+03	1.85E+03
c3532385-3531255	2.05E+03	2.44E+03	1.75E+03
c3533200-3532397	1.48E+03	2.92E+03	1.16E+03
c3533200-3532397	1.41E+03	2.60E+03	1.02E+03
c3533200-3532397	1.48E+03	2.91E+03	1.19E+03
c3533200-3532397	1.48E+03	3.04E+03	1.30E+03
c3534463-3533582	1.18E+04	9.02E+03	1.14E+04
c3534463-3533582	1.17E+04	1.12E+04	1.34E+04
c3534463-3533582	1.11E+04	1.07E+04	1.18E+04
c3534463-3533582	1.16E+04	1.13E+04	1.15E+04
c3537070-3536009	1.67E+04	1.09E+04	1.52E+04
c3537070-3536009	1.51E+04	1.10E+04	1.32E+04
c3537070-3536009	1.68E+04	1.16E+04	1.53E+04
c3537070-3536009	1.73E+04	1.10E+04	1.50E+04
c3538530-3537679	1.54E+03	1.52E+03	1.12E+03
c3538530-3537679	1.54E+03	1.61E+03	1.04E+03
c3538530-3537679	1.55E+03	1.68E+03	1.20E+03
c3538530-3537679	1.37E+03	1.45E+03	1.13E+03
c3539467-3538547	1.31E+03	1.50E+03	1.04E+03
c3539467-3538547	1.43E+03	1.54E+03	1.32E+03
c3539467-3538547	1.42E+03	1.52E+03	1.07E+03
c3539467-3538547	1.77E+03	1.82E+03	1.41E+03
c3540491-3539577	2.11E+02	2.39E+02	1.52E+02
c3540491-3539577	2.51E+02	3.11E+02	1.89E+02
c3540491-3539577	2.63E+02	3.31E+02	1.71E+02
c3540491-3539577	2.89E+02	3.19E+02	1.78E+02
c3541668-3540571	3.96E+01	1.25E+02	2.30E+01
c3541668-3540571	2.82E+01	1.46E+02	1.91E+01
c3541668-3540571	3.34E+01	1.45E+02	2.25E+01
c3541668-3540571	2.86E+01	1.79E+02	2.10E+01
c3543247-3541901	2.10E+02	9.05E+02	1.14E+02
c3543247-3541901	2.06E+02	7.91E+02	1.37E+02
c3543247-3541901	2.46E+02	9.48E+02	1.49E+02
c3543247-3541901	2.54E+02	9.15E+02	1.18E+02
c3543644-3543336	1.33E+02	3.93E+02	7.52E+01
c3543644-3543336	1.37E+02	3.38E+02	8.78E+01
c3543644-3543336	1.64E+02	3.67E+02	9.25E+01
c3543644-3543336	1.59E+02	3.83E+02	9.67E+01
c3544214-3543906	8.78E+01	9.34E+01	7.97E+01
c3544214-3543906	8.23E+01	1.17E+02	8.58E+01
c3544214-3543906	9.56E+01	1.74E+02	7.36E+01
c3544214-3543906	1.03E+02	1.79E+02	8.02E+01
c3544214-3543906	1.02E+02	1.80E+02	8.45E+01
c3545466-3544306	4.88E+02	7.01E+02	2.08E+02
c3545466-3544306	4.51E+02	7.39E+02	2.25E+02
c3545466-3544306	3.81E+02	8.39E+02	2.25E+02
c3545466-3544306	4.19E+02	8.03E+02	2.34E+02
c3545466-3544306	5.63E+02	8.90E+02	2.79E+02
c3546916-3545897	1.77E+03	2.24E+03	9.01E+02
c3546916-3545897	1.44E+03	2.23E+03	8.79E+02
c3546916-3545897	1.63E+03	2.28E+03	9.12E+02
c3546916-3545897	1.50E+03	2.36E+03	9.09E+02
c3546916-3545897	1.97E+03	2.41E+03	1.06E+03
c3547590-3546910	1.25E+03	1.59E+03	5.30E+02
c3547590-3546910	1.27E+03	1.59E+03	5.88E+02
c3547590-3546910	1.35E+03	1.35E+03	6.02E+02
c3547590-3546910	1.42E+03	1.55E+03	6.69E+02
c3547590-3546910	1.30E+03	1.56E+03	6.40E+02
c3549649-3547742	1.19E+03	1.23E+03	7.80E+02
c3549649-3547742	1.18E+03	1.27E+03	7.21E+02
c3549649-3547742	1.41E+03	1.48E+03	7.66E+02
c3549649-3547742	1.42E+03	1.60E+03	8.19E+02
c3549649-3547742	1.28E+03	1.32E+03	7.52E+02
c3550402-3549650	5.42E+02	6.24E+02	3.62E+02
c3550402-3549650	4.65E+02	6.07E+02	3.44E+02
c3550402-3549650	4.81E+02	6.38E+02	3.06E+02
c3550402-3549650	4.73E+02	6.68E+02	3.38E+02
c3550402-3549650	5.13E+02	6.95E+02	3.31E+02
c3551877-3550720	6.17E+02	1.15E+03	3.15E+02
c3551877-3550720	5.88E+02	1.33E+03	3.16E+02
c3551877-3550720	7.11E+02	1.35E+03	3.20E+02
c3551877-3550720	6.31E+02	1.29E+03	3.37E+02
c3551877-3550720	7.02E+02	1.35E+03	3.36E+02
c3552350-3551874	1.39E+02	4.94E+02	6.87E+01
c3552350-3551874	1.51E+02	4.94E+02	5.94E+01
c3552350-3551874	1.09E+02	4.54E+02	7.06E+01
c3552350-3551874	1.13E+02	4.53E+02	5.75E+01
c3552350-3551874	1.17E+02	4.66E+02	5.41E+01
c3552843-3552355	2.74E+01	1.18E+02	1.09E+01
c3552843-3552355	2.09E+01	1.44E+02	8.75E+00
c3552843-3552355	3.48E+01	1.57E+02	6.90E+00
c3552843-3552355	3.25E+01	1.03E+02	8.75E+00
c3552843-3552355	1.50E+01	1.46E+02	7.73E+01
c3554188-3552857	3.02E+02	3.32E+02	1.46E+02
c3554188-3552857	3.23E+02	3.89E+02	1.25E+02
c3554188-3552857	2.47E+02	3.52E+02	1.84E+02
c3554188-3552857	2.71E+02	3.67E+02	1.91E+02
c3554188-3552857	1.44E+02	3.95E+02	1.61E+02
c3555767-3554202	6.46E+00	1.39E+01	4.30E+00
c3555767-3554202	6.85E+00	1.54E+01	5.57E+00
c3555767-3554202	2.61E+01	1.23E+01	1.08E+01
c3555767-3554202	1.27E+01	1.24E+01	6.45E+00
c3555767-3554202	1.25E+01	1.34E+01	1.39E+02
c3556721-3555936	1.48E+03	1.78E+03	1.30E+03
c3556721-3555936	1.73E+03	1.84E+03	1.29E+03
c3556721-3555936	1.91E+03	1.97E+03	1.36E+03
c3556721-3555936	1.74E+03	1.83E+03	1.50E+03
c3556721-3555936	1.78E+03	1.92E+03	1.38E+03
c3558102-3556888	1.24E+03	2.26E+03	6.88E+02
c3558102-3556888	1.48E+03	2.72E+03	8.37E+02
c3558102-3556888	1.59E+03	3.14E+03	8.28E+02
c3558102-3556888	1.61E+03	3.16E+03	9.39E+02
c3558102-3556888	1.67E+03	3.04E+03	9.29E+02
c3559946-3558609	5.35E+02	1.32E+03	2.99E+02
c3559946-3558609	5.70E+02	1.53E+03	3.34E+02
c3559946-3558609	5.07E+02	1.51E+03	3.38E+02
c3559946-3558609	5.45E+02	1.69E+03	3.35E+02
c3559946-3558609	6.06E+02	1.59E+03	2.94E+02
c3561586-3560042	2.54E+02	6.10E+02	1.74E+02
c3561586-3560042	2.78E+02	5.98E+02	1.56E+02
c3561586-3560042	3.13E+02	6.86E+02	1.98E+02
c3561586-3560042	3.62E+02	7.29E+02	1.90E+02
c3561586-3560042	3.35E+02	6.75E+02	1.72E+02
c3563520-3563116	2.99E+03	2.79E+03	2.80E+03
c3563520-3563116	3.23E+03	3.00E+03	3.19E+03
c3563520-3563116	3.32E+03	3.50E+03	3.37E+03
c3563520-3563116	3.66E+03	3.49E+03	3.75E+03
c3563520-3563116	3.93E+03	3.57E+03	3.42E+03
c3564023-3563541	1.80E+03	1.86E+03	1.63E+03
c3564023-3563541	1.93E+03	1.98E+03	1.61E+03
c3564023-3563541	2.14E+03	2.13E+03	1.70E+03
c3564023-3563541	2.10E+03	2.05E+03	1.73E+03
c3564023-3563541	1.94E+03	1.83E+03	1.49E+03
c3564852-3564043	6.09E+03	5.87E+03	4.84E+03
c3564852-3564043	5.28E+03	6.15E+03	5.02E+03
c3564852-3564043	6.02E+03	6.72E+03	4.57E+03
c3564852-3564043	6.43E+03	7.01E+03	5.53E+03
c3564852-3564043	5.61E+03	5.85E+03	3.92E+03
c3565624-3564845	6.37E+02	6.96E+02	4.00E+02
c3565624-3564845	7.57E+02	9.39E+02	5.98E+02
c3565624-3564845	8.55E+02	9.98E+02	6.33E+02
c3565624-3564845	7.73E+02	9.66E+02	5.61E+02
c3565624-3564845	5.73E+02	6.72E+02	5.22E+02
c3567702-3565624	9.75E+02	1.70E+03	8.14E+02
c3567702-3565624	1.38E+03	2.18E+03	7.87E+02
c3567702-3565624	1.24E+03	2.28E+03	8.94E+02
c3567702-3565624	1.52E+03	2.06E+03	7.98E+02
c3567702-3565624	1.46E+03	2.24E+03	8.72E+02
c3569022-3568501	1.36E+03	1.36E+03	8.58E+02
c3569022-3568501	1.35E+03	1.39E+03	9.71E+02
c3569022-3568501	1.30E+03	1.36E+03	8.42E+02
c3569022-3568501	1.40E+03	1.43E+03	8.60E+02
c3569022-3568501	1.37E+03	1.40E+03	9.75E+02
c3571145-3570276	5.57E+03	7.77E+03	4.85E+03
c3571145-3570276	5.72E+03	8.56E+03	4.07E+03
c3571145-3570276	5.25E+03	7.70E+03	3.74E+03
c3571145-3570276	6.41E+03	9.54E+03	4.38E+03
c3571145-3570276	7.87E+03	1.13E+04	6.37E+03
c3573081-3571165	1.85E+03	2.48E+03	9.40E+02
c3573081-3571165	1.89E+03	3.50E+03	8.57E+02
c3573081-3571165	1.44E+03	2.13E+03	9.03E+02
c3573081-3571165	2.05E+03	2.48E+03	1.05E+03
c3573081-3571165	1.87E+03	2.49E+03	9.94E+02
c3574004-3573084	4.69E+01	1.39E+02	2.23E+01
c3574004-3573084	6.69E+01	1.53E+02	9.24E+00
c3574004-3573084	4.56E+01	1.23E+02	2.30E+01
c3574004-3573084	4.85E+01	1.31E+02	1.77E+01
c3574004-3573084	3.20E+01	1.08E+02	2.25E+01
c3574858-3574106	1.04E+02	2.20E+02	8.03E+01
c3574858-3574106	1.20E+02	1.98E+02	7.79E+01
c3574858-3574106	1.30E+02	2.16E+02	1.02E+02
c3574858-3574106	1.21E+02	2.18E+02	8.66E+01
c3574858-3574106	9.89E+01	1.95E+02	1.65E+02
c3575771-3575154	2.05E+02	3.52E+02	9.46E+01
c3575771-3575154	2.33E+02	3.73E+02	1.31E+02
c3575771-3575154	2.49E+02	4.35E+02	1.40E+02
c3575771-3575154	2.47E+02	3.68E+02	1.56E+02
c3575771-3575154	2.40E+02	3.59E+02	1.31E+02
c3577315-3575870	4.89E+03	6.86E+03	2.99E+03
c3577315-3575870	4.42E+03	6.18E+03	3.37E+03
c3577315-3575870	4.52E+03	6.62E+03	3.32E+03
c3577315-3575870	5.04E+03	7.71E+03	3.29E+03
c3577315-3575870	5.65E+03	7.24E+03	5.38E+03
c3577690-3577337	3.92E+02	1.39E+03	5.09E+01
c3577690-3577337	3.54E+02	1.36E+03	8.15E+01
c3577690-3577337	3.65E+02	1.51E+03	8.56E+01
c3577690-3577337	3.37E+02	1.28E+03	6.35E+01
c3577690-3577337	2.42E+02	1.47E+03	7.30E+01
c3578951-3577719	5.44E+01	1.98E+02	2.60E+01
c3578951-3577719	4.31E+01	1.52E+02	1.85E+01
c3578951-3577719	4.53E+01	1.80E+02	3.27E+01
c3578951-3577719	6.04E+01	1.79E+02	3.10E+01
c3579291-3578974	1.03E+03	1.79E+03	7.53E+02
c3579291-3578974	1.22E+03	1.91E+03	6.31E+02
c3579291-3578974	1.06E+03	1.86E+03	6.32E+02
c3579291-3578974	1.50E+03	1.97E+03	7.12E+02
c3582723-3581569	2.37E+03	2.83E+03	1.49E+03
c3582723-3581569	2.67E+03	3.43E+03	1.76E+03
c3582723-3581569	2.47E+03	3.06E+03	1.55E+03
c3582723-3581569	2.49E+03	2.93E+03	1.36E+03
c3585617-3583002	1.88E+03	3.17E+03	1.23E+03
c3585617-3583002	2.47E+03	3.10E+03	1.54E+03
c3585617-3583002	2.00E+03	3.06E+03	1.32E+03
c3585617-3583002	2.73E+03	3.55E+03	1.45E+03
c3587686-3585761	1.99E+02	3.15E+02	2.04E+02
c3587686-3585761	1.49E+02	2.87E+02	1.81E+02
c3587686-3585761	1.44E+02	2.87E+02	1.66E+02
c3587686-3585761	1.84E+02	4.08E+02	1.97E+02
c3588541-3587816	5.00E+03	5.91E+03	3.46E+03
c3588541-3587816	4.63E+03	5.54E+03	2.92E+03
c3588541-3587816	4.35E+03	5.95E+03	2.96E+03
c3588541-3587816	5.21E+03	5.81E+03	3.07E+03
c3589574-3588804	5.18E+04	6.20E+04	7.43E+04
c3589574-3588804	5.48E+04	5.39E+04	7.00E+04
c3589574-3588804	5.49E+04	5.54E+04	6.28E+04
c3589574-3588804	5.43E+04	5.33E+04	6.44E+04
c3591003-3589576	1.15E+05	1.23E+05	1.11E+05
c3591003-3589576	1.07E+05	1.04E+05	8.95E+04
c3591003-3589576	1.02E+05	1.07E+05	9.48E+04
c3591003-3589576	1.06E+05	1.12E+05	8.28E+04
c3595416-3594076	1.73E+03	3.24E+03	1.30E+03
c3595416-3594076	2.11E+03	4.09E+03	1.43E+03
c3595416-3594076	2.65E+03	4.38E+03	1.48E+03
c3595416-3594076	2.36E+03	4.12E+03	1.56E+03
c3596182-3595436	6.30E+02	1.31E+03	1.89E+02
c3596182-3595436	7.85E+02	1.57E+03	1.65E+02
c3596182-3595436	5.95E+02	1.32E+03	2.62E+02
c3596182-3595436	4.34E+02	1.14E+03	1.73E+02
c3598435-3596426	1.68E+02	3.89E+02	1.08E+02
c3598435-3596426	1.22E+02	2.36E+02	8.72E+01
c3598435-3596426	1.68E+02	3.14E+02	9.99E+01
c3598435-3596426	1.56E+02	3.76E+02	1.58E+02
c3600306-3598873	2.37E+03	3.01E+03	1.34E+03
c3600306-3598873	2.33E+03	3.10E+03	1.37E+03
c3600306-3598873	3.17E+03	3.14E+03	1.41E+03
c3600306-3598873	2.60E+03	3.37E+03	1.21E+03
c3601746-3600322	4.62E+03	4.21E+03	2.74E+03
c3601746-3600322	4.45E+03	3.93E+03	2.73E+03
c3601746-3600322	4.76E+03	3.94E+03	2.79E+03
c3601746-3600322	4.55E+03	4.35E+03	3.17E+03
c3603749-3601833	1.86E+03	2.09E+03	1.10E+03
c3603749-3601833	2.10E+03	2.18E+03	1.10E+03
c3603749-3601833	2.13E+03	2.15E+03	1.06E+03
c3603749-3601833	2.06E+03	2.21E+03	1.02E+03
c3604683-3603823	6.24E+02	8.04E+02	4.30E+02
c3604683-3603823	6.33E+02	7.96E+02	3.49E+02
c3604683-3603823	6.52E+02	7.73E+02	3.36E+02
c3604683-3603823	5.51E+02	6.14E+02	3.24E+02
c3606221-3605034	5.46E+03	6.13E+03	1.85E+03
c3606221-3605034	5.84E+03	5.36E+03	2.56E+03
